2025-06-05 13:25:58.910 +08:00 || Information ||  || 服务启动："Services Starting..." ||  ||end 
2025-06-05 13:26:44.522 +08:00 || Information || MQWebApplication.Controllers.MQController || 生成科室MQ消息体内容:PutMsgDto { DataChannel: "PS02004", Msg: "<ESBEntry><AccessControl><SysFlag>1</SysFlag><UserName>rsgl</UserName><Password>rsgl123</Password><Fid>PS02004</Fid><OrderNo>PS02004S01001</OrderNo></AccessControl><MessageHeader><OrderNo>PS02004S01001</OrderNo><Fid>PS02004</Fid><SourceSysCode>S27</SourceSysCode><ReturnFlag>-1</ReturnFlag><HospCode>GH01</HospCode><TargetSysCode>S00</TargetSysCode><MsgDate>2025-06-05 13:26:44</MsgDate></MessageHeader><MsgInfo flag=\"\"><Msg id=\"996\" lastUpdate=\"2025-06-05 13:26:44\" action=\"update\"><RECORD_DATE /><SUBOR_HOSPITAL_DISTRICT>A</SUBOR_HOSPITAL_DISTRICT><DEPT_CODE>1234</DEPT_CODE><DEPT_NAME>测试科室</DEPT_NAME><OI_DEPT_FLAG /><MS_DEPT_FLAG /><DEPT_CATEG_CODE>O</DEPT_CATEG_CODE><DEPT_CATEG_NAME>其它</DEPT_CATEG_NAME><SUPERIOR_DEPT_CODE /><SUPERIOR_DEPT_NAME /><LOCATION /><CLINIC_DEPT_FLAG /><IS_WARD>0</IS_WARD><WUBI_CODE /><UPDATE_USER /><UPDATE_TIME>2025-06-05 13:26:44</UPDATE_TIME><UPDATE_FLAG>0</UPDATE_FLAG><PINYIN_CODE /><INVALID_FLAG>1</INVALID_FLAG></Msg></MsgInfo></ESBEntry>", MsgId: null, QMgrName: "QMGR.P27", WaitInternal: 10000 } ||  ||end 
2025-06-05 13:26:48.619 +08:00 || Information || MQWebApplication.Controllers.MQController || 接收返回MQ消息:SdkResponse`1 { Result: null, Msg: "服务器连接异常", Code: "SDK10200", IsSuccessful: False, Data: null, OID: null } ||  ||end 
2025-06-05 13:26:48.642 +08:00 || Information || MQWebApplication.Controllers.MQController || 接收返回MQ消息:SdkResponse`1 { Result: null, Msg: "服务器连接异常", Code: "SDK10200", IsSuccessful: False, Data: null, OID: null } ||  ||end 
2025-06-05 13:26:48.642 +08:00 || Information || MQWebApplication.Controllers.MQController || 接收返回MQ消息:SdkResponse`1 { Result: null, Msg: "服务器连接异常", Code: "SDK10200", IsSuccessful: False, Data: null, OID: null } ||  ||end 
2025-06-05 13:26:48.656 +08:00 || Information || MQWebApplication.Controllers.MQController || 接收返回MQ消息:SdkResponse`1 { Result: null, Msg: "服务器连接异常", Code: "SDK10200", IsSuccessful: False, Data: null, OID: null } ||  ||end 
2025-06-05 13:26:48.658 +08:00 || Information || MQWebApplication.Controllers.MQController || 接收返回MQ消息:SdkResponse`1 { Result: null, Msg: "服务器连接异常", Code: "SDK10200", IsSuccessful: False, Data: null, OID: null } ||  ||end 
2025-06-05 13:26:49.521 +08:00 || Information || MQWebApplication.Controllers.MQController || 科室XML消息体内容:"<ESBEntry><AccessControl><SysFlag>1</SysFlag><UserName>rsgl</UserName><Password>rsgl123</Password><Fid>PS02004</Fid><OrderNo>PS02004S01001</OrderNo></AccessControl><MessageHeader><OrderNo>PS02004S01001</OrderNo><Fid>PS02004</Fid><SourceSysCode>S27</SourceSysCode><ReturnFlag>-1</ReturnFlag><HospCode>GH01</HospCode><TargetSysCode>S00</TargetSysCode><MsgDate>2025-06-05 13:26:49</MsgDate></MessageHeader><MsgInfo flag=\"\"><Msg id=\"996\" lastUpdate=\"2025-06-05 13:26:49\" action=\"update\"><RECORD_DATE /><SUBOR_HOSPITAL_DISTRICT>A</SUBOR_HOSPITAL_DISTRICT><DEPT_CODE>1234</DEPT_CODE><DEPT_NAME>测试科室</DEPT_NAME><OI_DEPT_FLAG /><MS_DEPT_FLAG /><DEPT_CATEG_CODE>O</DEPT_CATEG_CODE><DEPT_CATEG_NAME>其它</DEPT_CATEG_NAME><SUPERIOR_DEPT_CODE /><SUPERIOR_DEPT_NAME /><LOCATION /><CLINIC_DEPT_FLAG /><IS_WARD>0</IS_WARD><WUBI_CODE /><UPDATE_USER /><UPDATE_TIME>2025-06-05 13:26:49</UPDATE_TIME><UPDATE_FLAG>0</UPDATE_FLAG><PINYIN_CODE /><INVALID_FLAG>1</INVALID_FLAG></Msg></MsgInfo></ESBEntry>" ||  ||end 
2025-06-05 13:26:49.526 +08:00 || Information || MQWebApplication.Controllers.MQController || 生成科室MQ消息体内容:PutMsgDto { DataChannel: "PS02004", Msg: "<ESBEntry><AccessControl><SysFlag>1</SysFlag><UserName>rsgl</UserName><Password>rsgl123</Password><Fid>PS02004</Fid><OrderNo>PS02004S01001</OrderNo></AccessControl><MessageHeader><OrderNo>PS02004S01001</OrderNo><Fid>PS02004</Fid><SourceSysCode>S27</SourceSysCode><ReturnFlag>-1</ReturnFlag><HospCode>GH01</HospCode><TargetSysCode>S00</TargetSysCode><MsgDate>2025-06-05 13:26:49</MsgDate></MessageHeader><MsgInfo flag=\"\"><Msg id=\"996\" lastUpdate=\"2025-06-05 13:26:49\" action=\"update\"><RECORD_DATE /><SUBOR_HOSPITAL_DISTRICT>A</SUBOR_HOSPITAL_DISTRICT><DEPT_CODE>1234</DEPT_CODE><DEPT_NAME>测试科室</DEPT_NAME><OI_DEPT_FLAG /><MS_DEPT_FLAG /><DEPT_CATEG_CODE>O</DEPT_CATEG_CODE><DEPT_CATEG_NAME>其它</DEPT_CATEG_NAME><SUPERIOR_DEPT_CODE /><SUPERIOR_DEPT_NAME /><LOCATION /><CLINIC_DEPT_FLAG /><IS_WARD>0</IS_WARD><WUBI_CODE /><UPDATE_USER /><UPDATE_TIME>2025-06-05 13:26:49</UPDATE_TIME><UPDATE_FLAG>0</UPDATE_FLAG><PINYIN_CODE /><INVALID_FLAG>1</INVALID_FLAG></Msg></MsgInfo></ESBEntry>", MsgId: null, QMgrName: "QMGR.P27", WaitInternal: 10000 } ||  ||end 
2025-06-05 13:26:50.582 +08:00 || Information || MQWebApplication.Controllers.MQController || 接收返回MQ消息:SdkResponse`1 { Result: null, Msg: "服务器连接异常", Code: "SDK10200", IsSuccessful: False, Data: null, OID: null } ||  ||end 
2025-06-05 13:26:54.522 +08:00 || Information || MQWebApplication.Controllers.MQController || 科室XML消息体内容:"<ESBEntry><AccessControl><SysFlag>1</SysFlag><UserName>rsgl</UserName><Password>rsgl123</Password><Fid>PS02004</Fid><OrderNo>PS02004S01001</OrderNo></AccessControl><MessageHeader><OrderNo>PS02004S01001</OrderNo><Fid>PS02004</Fid><SourceSysCode>S27</SourceSysCode><ReturnFlag>-1</ReturnFlag><HospCode>GH01</HospCode><TargetSysCode>S00</TargetSysCode><MsgDate>2025-06-05 13:26:54</MsgDate></MessageHeader><MsgInfo flag=\"\"><Msg id=\"996\" lastUpdate=\"2025-06-05 13:26:54\" action=\"update\"><RECORD_DATE /><SUBOR_HOSPITAL_DISTRICT>A</SUBOR_HOSPITAL_DISTRICT><DEPT_CODE>1234</DEPT_CODE><DEPT_NAME>测试科室</DEPT_NAME><OI_DEPT_FLAG /><MS_DEPT_FLAG /><DEPT_CATEG_CODE>O</DEPT_CATEG_CODE><DEPT_CATEG_NAME>其它</DEPT_CATEG_NAME><SUPERIOR_DEPT_CODE /><SUPERIOR_DEPT_NAME /><LOCATION /><CLINIC_DEPT_FLAG /><IS_WARD>0</IS_WARD><WUBI_CODE /><UPDATE_USER /><UPDATE_TIME>2025-06-05 13:26:54</UPDATE_TIME><UPDATE_FLAG>0</UPDATE_FLAG><PINYIN_CODE /><INVALID_FLAG>1</INVALID_FLAG></Msg></MsgInfo></ESBEntry>" ||  ||end 
2025-06-05 13:26:54.525 +08:00 || Information || MQWebApplication.Controllers.MQController || 生成科室MQ消息体内容:PutMsgDto { DataChannel: "PS02004", Msg: "<ESBEntry><AccessControl><SysFlag>1</SysFlag><UserName>rsgl</UserName><Password>rsgl123</Password><Fid>PS02004</Fid><OrderNo>PS02004S01001</OrderNo></AccessControl><MessageHeader><OrderNo>PS02004S01001</OrderNo><Fid>PS02004</Fid><SourceSysCode>S27</SourceSysCode><ReturnFlag>-1</ReturnFlag><HospCode>GH01</HospCode><TargetSysCode>S00</TargetSysCode><MsgDate>2025-06-05 13:26:54</MsgDate></MessageHeader><MsgInfo flag=\"\"><Msg id=\"996\" lastUpdate=\"2025-06-05 13:26:54\" action=\"update\"><RECORD_DATE /><SUBOR_HOSPITAL_DISTRICT>A</SUBOR_HOSPITAL_DISTRICT><DEPT_CODE>1234</DEPT_CODE><DEPT_NAME>测试科室</DEPT_NAME><OI_DEPT_FLAG /><MS_DEPT_FLAG /><DEPT_CATEG_CODE>O</DEPT_CATEG_CODE><DEPT_CATEG_NAME>其它</DEPT_CATEG_NAME><SUPERIOR_DEPT_CODE /><SUPERIOR_DEPT_NAME /><LOCATION /><CLINIC_DEPT_FLAG /><IS_WARD>0</IS_WARD><WUBI_CODE /><UPDATE_USER /><UPDATE_TIME>2025-06-05 13:26:54</UPDATE_TIME><UPDATE_FLAG>0</UPDATE_FLAG><PINYIN_CODE /><INVALID_FLAG>1</INVALID_FLAG></Msg></MsgInfo></ESBEntry>", MsgId: null, QMgrName: "QMGR.P27", WaitInternal: 10000 } ||  ||end 
2025-06-05 13:26:55.581 +08:00 || Information || MQWebApplication.Controllers.MQController || 接收返回MQ消息:SdkResponse`1 { Result: null, Msg: "服务器连接异常", Code: "SDK10200", IsSuccessful: False, Data: null, OID: null } ||  ||end 
2025-06-05 13:26:59.520 +08:00 || Information || MQWebApplication.Controllers.MQController || 科室XML消息体内容:"<ESBEntry><AccessControl><SysFlag>1</SysFlag><UserName>rsgl</UserName><Password>rsgl123</Password><Fid>PS02004</Fid><OrderNo>PS02004S01001</OrderNo></AccessControl><MessageHeader><OrderNo>PS02004S01001</OrderNo><Fid>PS02004</Fid><SourceSysCode>S27</SourceSysCode><ReturnFlag>-1</ReturnFlag><HospCode>GH01</HospCode><TargetSysCode>S00</TargetSysCode><MsgDate>2025-06-05 13:26:59</MsgDate></MessageHeader><MsgInfo flag=\"\"><Msg id=\"996\" lastUpdate=\"2025-06-05 13:26:59\" action=\"update\"><RECORD_DATE /><SUBOR_HOSPITAL_DISTRICT>A</SUBOR_HOSPITAL_DISTRICT><DEPT_CODE>1234</DEPT_CODE><DEPT_NAME>测试科室</DEPT_NAME><OI_DEPT_FLAG /><MS_DEPT_FLAG /><DEPT_CATEG_CODE>O</DEPT_CATEG_CODE><DEPT_CATEG_NAME>其它</DEPT_CATEG_NAME><SUPERIOR_DEPT_CODE /><SUPERIOR_DEPT_NAME /><LOCATION /><CLINIC_DEPT_FLAG /><IS_WARD>0</IS_WARD><WUBI_CODE /><UPDATE_USER /><UPDATE_TIME>2025-06-05 13:26:59</UPDATE_TIME><UPDATE_FLAG>0</UPDATE_FLAG><PINYIN_CODE /><INVALID_FLAG>1</INVALID_FLAG></Msg></MsgInfo></ESBEntry>" ||  ||end 
2025-06-05 13:26:59.523 +08:00 || Information || MQWebApplication.Controllers.MQController || 生成科室MQ消息体内容:PutMsgDto { DataChannel: "PS02004", Msg: "<ESBEntry><AccessControl><SysFlag>1</SysFlag><UserName>rsgl</UserName><Password>rsgl123</Password><Fid>PS02004</Fid><OrderNo>PS02004S01001</OrderNo></AccessControl><MessageHeader><OrderNo>PS02004S01001</OrderNo><Fid>PS02004</Fid><SourceSysCode>S27</SourceSysCode><ReturnFlag>-1</ReturnFlag><HospCode>GH01</HospCode><TargetSysCode>S00</TargetSysCode><MsgDate>2025-06-05 13:26:59</MsgDate></MessageHeader><MsgInfo flag=\"\"><Msg id=\"996\" lastUpdate=\"2025-06-05 13:26:59\" action=\"update\"><RECORD_DATE /><SUBOR_HOSPITAL_DISTRICT>A</SUBOR_HOSPITAL_DISTRICT><DEPT_CODE>1234</DEPT_CODE><DEPT_NAME>测试科室</DEPT_NAME><OI_DEPT_FLAG /><MS_DEPT_FLAG /><DEPT_CATEG_CODE>O</DEPT_CATEG_CODE><DEPT_CATEG_NAME>其它</DEPT_CATEG_NAME><SUPERIOR_DEPT_CODE /><SUPERIOR_DEPT_NAME /><LOCATION /><CLINIC_DEPT_FLAG /><IS_WARD>0</IS_WARD><WUBI_CODE /><UPDATE_USER /><UPDATE_TIME>2025-06-05 13:26:59</UPDATE_TIME><UPDATE_FLAG>0</UPDATE_FLAG><PINYIN_CODE /><INVALID_FLAG>1</INVALID_FLAG></Msg></MsgInfo></ESBEntry>", MsgId: null, QMgrName: "QMGR.P27", WaitInternal: 10000 } ||  ||end 
2025-06-05 13:27:01.067 +08:00 || Information || MQWebApplication.Controllers.MQController || 接收返回MQ消息:SdkResponse`1 { Result: null, Msg: "服务器连接异常", Code: "SDK10200", IsSuccessful: False, Data: null, OID: null } ||  ||end 
2025-06-05 13:27:04.520 +08:00 || Information || MQWebApplication.Controllers.MQController || 科室XML消息体内容:"<ESBEntry><AccessControl><SysFlag>1</SysFlag><UserName>rsgl</UserName><Password>rsgl123</Password><Fid>PS02004</Fid><OrderNo>PS02004S01001</OrderNo></AccessControl><MessageHeader><OrderNo>PS02004S01001</OrderNo><Fid>PS02004</Fid><SourceSysCode>S27</SourceSysCode><ReturnFlag>-1</ReturnFlag><HospCode>GH01</HospCode><TargetSysCode>S00</TargetSysCode><MsgDate>2025-06-05 13:27:04</MsgDate></MessageHeader><MsgInfo flag=\"\"><Msg id=\"996\" lastUpdate=\"2025-06-05 13:27:04\" action=\"update\"><RECORD_DATE /><SUBOR_HOSPITAL_DISTRICT>A</SUBOR_HOSPITAL_DISTRICT><DEPT_CODE>1234</DEPT_CODE><DEPT_NAME>测试科室</DEPT_NAME><OI_DEPT_FLAG /><MS_DEPT_FLAG /><DEPT_CATEG_CODE>O</DEPT_CATEG_CODE><DEPT_CATEG_NAME>其它</DEPT_CATEG_NAME><SUPERIOR_DEPT_CODE /><SUPERIOR_DEPT_NAME /><LOCATION /><CLINIC_DEPT_FLAG /><IS_WARD>0</IS_WARD><WUBI_CODE /><UPDATE_USER /><UPDATE_TIME>2025-06-05 13:27:04</UPDATE_TIME><UPDATE_FLAG>0</UPDATE_FLAG><PINYIN_CODE /><INVALID_FLAG>1</INVALID_FLAG></Msg></MsgInfo></ESBEntry>" ||  ||end 
2025-06-05 13:27:04.524 +08:00 || Information || MQWebApplication.Controllers.MQController || 生成科室MQ消息体内容:PutMsgDto { DataChannel: "PS02004", Msg: "<ESBEntry><AccessControl><SysFlag>1</SysFlag><UserName>rsgl</UserName><Password>rsgl123</Password><Fid>PS02004</Fid><OrderNo>PS02004S01001</OrderNo></AccessControl><MessageHeader><OrderNo>PS02004S01001</OrderNo><Fid>PS02004</Fid><SourceSysCode>S27</SourceSysCode><ReturnFlag>-1</ReturnFlag><HospCode>GH01</HospCode><TargetSysCode>S00</TargetSysCode><MsgDate>2025-06-05 13:27:04</MsgDate></MessageHeader><MsgInfo flag=\"\"><Msg id=\"996\" lastUpdate=\"2025-06-05 13:27:04\" action=\"update\"><RECORD_DATE /><SUBOR_HOSPITAL_DISTRICT>A</SUBOR_HOSPITAL_DISTRICT><DEPT_CODE>1234</DEPT_CODE><DEPT_NAME>测试科室</DEPT_NAME><OI_DEPT_FLAG /><MS_DEPT_FLAG /><DEPT_CATEG_CODE>O</DEPT_CATEG_CODE><DEPT_CATEG_NAME>其它</DEPT_CATEG_NAME><SUPERIOR_DEPT_CODE /><SUPERIOR_DEPT_NAME /><LOCATION /><CLINIC_DEPT_FLAG /><IS_WARD>0</IS_WARD><WUBI_CODE /><UPDATE_USER /><UPDATE_TIME>2025-06-05 13:27:04</UPDATE_TIME><UPDATE_FLAG>0</UPDATE_FLAG><PINYIN_CODE /><INVALID_FLAG>1</INVALID_FLAG></Msg></MsgInfo></ESBEntry>", MsgId: null, QMgrName: "QMGR.P27", WaitInternal: 10000 } ||  ||end 
2025-06-05 13:27:06.594 +08:00 || Information || MQWebApplication.Controllers.MQController || 接收返回MQ消息:SdkResponse`1 { Result: null, Msg: "服务器连接异常", Code: "SDK10200", IsSuccessful: False, Data: null, OID: null } ||  ||end 
2025-06-05 13:27:09.517 +08:00 || Information || MQWebApplication.Controllers.MQController || 科室XML消息体内容:"<ESBEntry><AccessControl><SysFlag>1</SysFlag><UserName>rsgl</UserName><Password>rsgl123</Password><Fid>PS02004</Fid><OrderNo>PS02004S01001</OrderNo></AccessControl><MessageHeader><OrderNo>PS02004S01001</OrderNo><Fid>PS02004</Fid><SourceSysCode>S27</SourceSysCode><ReturnFlag>-1</ReturnFlag><HospCode>GH01</HospCode><TargetSysCode>S00</TargetSysCode><MsgDate>2025-06-05 13:27:09</MsgDate></MessageHeader><MsgInfo flag=\"\"><Msg id=\"996\" lastUpdate=\"2025-06-05 13:27:09\" action=\"update\"><RECORD_DATE /><SUBOR_HOSPITAL_DISTRICT>A</SUBOR_HOSPITAL_DISTRICT><DEPT_CODE>1234</DEPT_CODE><DEPT_NAME>测试科室</DEPT_NAME><OI_DEPT_FLAG /><MS_DEPT_FLAG /><DEPT_CATEG_CODE>O</DEPT_CATEG_CODE><DEPT_CATEG_NAME>其它</DEPT_CATEG_NAME><SUPERIOR_DEPT_CODE /><SUPERIOR_DEPT_NAME /><LOCATION /><CLINIC_DEPT_FLAG /><IS_WARD>0</IS_WARD><WUBI_CODE /><UPDATE_USER /><UPDATE_TIME>2025-06-05 13:27:09</UPDATE_TIME><UPDATE_FLAG>0</UPDATE_FLAG><PINYIN_CODE /><INVALID_FLAG>1</INVALID_FLAG></Msg></MsgInfo></ESBEntry>" ||  ||end 
2025-06-05 13:27:09.519 +08:00 || Information || MQWebApplication.Controllers.MQController || 生成科室MQ消息体内容:PutMsgDto { DataChannel: "PS02004", Msg: "<ESBEntry><AccessControl><SysFlag>1</SysFlag><UserName>rsgl</UserName><Password>rsgl123</Password><Fid>PS02004</Fid><OrderNo>PS02004S01001</OrderNo></AccessControl><MessageHeader><OrderNo>PS02004S01001</OrderNo><Fid>PS02004</Fid><SourceSysCode>S27</SourceSysCode><ReturnFlag>-1</ReturnFlag><HospCode>GH01</HospCode><TargetSysCode>S00</TargetSysCode><MsgDate>2025-06-05 13:27:09</MsgDate></MessageHeader><MsgInfo flag=\"\"><Msg id=\"996\" lastUpdate=\"2025-06-05 13:27:09\" action=\"update\"><RECORD_DATE /><SUBOR_HOSPITAL_DISTRICT>A</SUBOR_HOSPITAL_DISTRICT><DEPT_CODE>1234</DEPT_CODE><DEPT_NAME>测试科室</DEPT_NAME><OI_DEPT_FLAG /><MS_DEPT_FLAG /><DEPT_CATEG_CODE>O</DEPT_CATEG_CODE><DEPT_CATEG_NAME>其它</DEPT_CATEG_NAME><SUPERIOR_DEPT_CODE /><SUPERIOR_DEPT_NAME /><LOCATION /><CLINIC_DEPT_FLAG /><IS_WARD>0</IS_WARD><WUBI_CODE /><UPDATE_USER /><UPDATE_TIME>2025-06-05 13:27:09</UPDATE_TIME><UPDATE_FLAG>0</UPDATE_FLAG><PINYIN_CODE /><INVALID_FLAG>1</INVALID_FLAG></Msg></MsgInfo></ESBEntry>", MsgId: null, QMgrName: "QMGR.P27", WaitInternal: 10000 } ||  ||end 
2025-06-05 13:27:10.575 +08:00 || Information || MQWebApplication.Controllers.MQController || 接收返回MQ消息:SdkResponse`1 { Result: null, Msg: "服务器连接异常", Code: "SDK10200", IsSuccessful: False, Data: null, OID: null } ||  ||end 
2025-06-05 13:27:14.518 +08:00 || Information || MQWebApplication.Controllers.MQController || 科室XML消息体内容:"<ESBEntry><AccessControl><SysFlag>1</SysFlag><UserName>rsgl</UserName><Password>rsgl123</Password><Fid>PS02004</Fid><OrderNo>PS02004S01001</OrderNo></AccessControl><MessageHeader><OrderNo>PS02004S01001</OrderNo><Fid>PS02004</Fid><SourceSysCode>S27</SourceSysCode><ReturnFlag>-1</ReturnFlag><HospCode>GH01</HospCode><TargetSysCode>S00</TargetSysCode><MsgDate>2025-06-05 13:27:14</MsgDate></MessageHeader><MsgInfo flag=\"\"><Msg id=\"996\" lastUpdate=\"2025-06-05 13:27:14\" action=\"update\"><RECORD_DATE /><SUBOR_HOSPITAL_DISTRICT>A</SUBOR_HOSPITAL_DISTRICT><DEPT_CODE>1234</DEPT_CODE><DEPT_NAME>测试科室</DEPT_NAME><OI_DEPT_FLAG /><MS_DEPT_FLAG /><DEPT_CATEG_CODE>O</DEPT_CATEG_CODE><DEPT_CATEG_NAME>其它</DEPT_CATEG_NAME><SUPERIOR_DEPT_CODE /><SUPERIOR_DEPT_NAME /><LOCATION /><CLINIC_DEPT_FLAG /><IS_WARD>0</IS_WARD><WUBI_CODE /><UPDATE_USER /><UPDATE_TIME>2025-06-05 13:27:14</UPDATE_TIME><UPDATE_FLAG>0</UPDATE_FLAG><PINYIN_CODE /><INVALID_FLAG>1</INVALID_FLAG></Msg></MsgInfo></ESBEntry>" ||  ||end 
2025-06-05 13:27:14.521 +08:00 || Information || MQWebApplication.Controllers.MQController || 生成科室MQ消息体内容:PutMsgDto { DataChannel: "PS02004", Msg: "<ESBEntry><AccessControl><SysFlag>1</SysFlag><UserName>rsgl</UserName><Password>rsgl123</Password><Fid>PS02004</Fid><OrderNo>PS02004S01001</OrderNo></AccessControl><MessageHeader><OrderNo>PS02004S01001</OrderNo><Fid>PS02004</Fid><SourceSysCode>S27</SourceSysCode><ReturnFlag>-1</ReturnFlag><HospCode>GH01</HospCode><TargetSysCode>S00</TargetSysCode><MsgDate>2025-06-05 13:27:14</MsgDate></MessageHeader><MsgInfo flag=\"\"><Msg id=\"996\" lastUpdate=\"2025-06-05 13:27:14\" action=\"update\"><RECORD_DATE /><SUBOR_HOSPITAL_DISTRICT>A</SUBOR_HOSPITAL_DISTRICT><DEPT_CODE>1234</DEPT_CODE><DEPT_NAME>测试科室</DEPT_NAME><OI_DEPT_FLAG /><MS_DEPT_FLAG /><DEPT_CATEG_CODE>O</DEPT_CATEG_CODE><DEPT_CATEG_NAME>其它</DEPT_CATEG_NAME><SUPERIOR_DEPT_CODE /><SUPERIOR_DEPT_NAME /><LOCATION /><CLINIC_DEPT_FLAG /><IS_WARD>0</IS_WARD><WUBI_CODE /><UPDATE_USER /><UPDATE_TIME>2025-06-05 13:27:14</UPDATE_TIME><UPDATE_FLAG>0</UPDATE_FLAG><PINYIN_CODE /><INVALID_FLAG>1</INVALID_FLAG></Msg></MsgInfo></ESBEntry>", MsgId: null, QMgrName: "QMGR.P27", WaitInternal: 10000 } ||  ||end 
2025-06-05 13:27:15.560 +08:00 || Information || MQWebApplication.Controllers.MQController || 接收返回MQ消息:SdkResponse`1 { Result: null, Msg: "服务器连接异常", Code: "SDK10200", IsSuccessful: False, Data: null, OID: null } ||  ||end 
2025-06-05 13:27:17.708 +08:00 || Information || Microsoft.Hosting.Lifetime || Application is shutting down... ||  ||end 
2025-06-05 13:32:20.052 +08:00 || Information ||  || 服务启动："Services Starting..." ||  ||end 
2025-06-05 13:32:20.096 +08:00 || Information ||  || 运行环境: "MQ接口服务正在运行!!! 请勿随意关闭接口服务，避免造成数据丢失!!! Powered by .NET 9.0.5 强力驱动 on Kestrel" ||  ||end 
2025-06-05 13:32:20.232 +08:00 || Warning || Microsoft.AspNetCore.Server.Kestrel || Overriding address(es) '"http://localhost:5016"'. Binding to endpoints defined via IConfiguration and/or UseKestrel() instead. ||  ||end 
2025-06-05 13:32:20.261 +08:00 || Information || Microsoft.Hosting.Lifetime || Now listening on: "http://[::]:5000" ||  ||end 
2025-06-05 13:32:20.263 +08:00 || Information || Microsoft.Hosting.Lifetime || Application started. Press Ctrl+C to shut down. ||  ||end 
2025-06-05 13:32:20.264 +08:00 || Information || Microsoft.Hosting.Lifetime || Hosting environment: "Development" ||  ||end 
2025-06-05 13:32:20.265 +08:00 || Information || Microsoft.Hosting.Lifetime || Content root path: "D:\客户源码--余开明\私单\江西附属医院\MQWebApplication\MQWebApplication" ||  ||end 
2025-06-05 13:32:46.563 +08:00 || Information || MQWebApplication.Controllers.MQController || 科室XML消息体内容:"<ESBEntry><AccessControl><SysFlag>1</SysFlag><UserName>rsgl</UserName><Password>rsgl123</Password><Fid>PS02004</Fid><OrderNo>PS02004S01001</OrderNo></AccessControl><MessageHeader><OrderNo>PS02004S01001</OrderNo><Fid>PS02004</Fid><SourceSysCode>S27</SourceSysCode><ReturnFlag>-1</ReturnFlag><HospCode>GH01</HospCode><TargetSysCode>S00</TargetSysCode><MsgDate>2025-06-05 13:32:46</MsgDate></MessageHeader><MsgInfo flag=\"\"><Msg id=\"996\" lastUpdate=\"2025-06-05 13:32:46\" action=\"update\"><RECORD_DATE /><SUBOR_HOSPITAL_DISTRICT>A</SUBOR_HOSPITAL_DISTRICT><DEPT_CODE>1234</DEPT_CODE><DEPT_NAME>测试科室</DEPT_NAME><OI_DEPT_FLAG /><MS_DEPT_FLAG /><DEPT_CATEG_CODE>O</DEPT_CATEG_CODE><DEPT_CATEG_NAME>其它</DEPT_CATEG_NAME><SUPERIOR_DEPT_CODE /><SUPERIOR_DEPT_NAME /><LOCATION /><CLINIC_DEPT_FLAG /><IS_WARD>0</IS_WARD><WUBI_CODE /><UPDATE_USER /><UPDATE_TIME>2025-06-05 13:32:46</UPDATE_TIME><UPDATE_FLAG>0</UPDATE_FLAG><PINYIN_CODE /><INVALID_FLAG>1</INVALID_FLAG></Msg></MsgInfo></ESBEntry>" ||  ||end 
2025-06-05 13:32:46.563 +08:00 || Information || MQWebApplication.Controllers.MQController || 科室XML消息体内容:"<ESBEntry><AccessControl><SysFlag>1</SysFlag><UserName>rsgl</UserName><Password>rsgl123</Password><Fid>PS02004</Fid><OrderNo>PS02004S01001</OrderNo></AccessControl><MessageHeader><OrderNo>PS02004S01001</OrderNo><Fid>PS02004</Fid><SourceSysCode>S27</SourceSysCode><ReturnFlag>-1</ReturnFlag><HospCode>GH01</HospCode><TargetSysCode>S00</TargetSysCode><MsgDate>2025-06-05 13:32:46</MsgDate></MessageHeader><MsgInfo flag=\"\"><Msg id=\"996\" lastUpdate=\"2025-06-05 13:32:46\" action=\"update\"><RECORD_DATE /><SUBOR_HOSPITAL_DISTRICT>A</SUBOR_HOSPITAL_DISTRICT><DEPT_CODE>1234</DEPT_CODE><DEPT_NAME>测试科室</DEPT_NAME><OI_DEPT_FLAG /><MS_DEPT_FLAG /><DEPT_CATEG_CODE>O</DEPT_CATEG_CODE><DEPT_CATEG_NAME>其它</DEPT_CATEG_NAME><SUPERIOR_DEPT_CODE /><SUPERIOR_DEPT_NAME /><LOCATION /><CLINIC_DEPT_FLAG /><IS_WARD>0</IS_WARD><WUBI_CODE /><UPDATE_USER /><UPDATE_TIME>2025-06-05 13:32:46</UPDATE_TIME><UPDATE_FLAG>0</UPDATE_FLAG><PINYIN_CODE /><INVALID_FLAG>1</INVALID_FLAG></Msg></MsgInfo></ESBEntry>" ||  ||end 
